0
         1267159 function calls (1249907 primitive calls) in 1.599 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
       12    0.000    0.000    0.000    0.000 numeric.py:1495(rollaxis)
       32    0.000    0.000    0.000    0.000 numeric.py:2035(isscalar)
        4    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        5    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 __init__.py:98(arch_list)
        1    0.000    0.000    0.000    0.000 ssl.py:801(SSLSocket)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        8    0.000    0.000    0.000    0.000 range.py:736(_make_evaluate_binop)
        3    0.000    0.000    0.001    0.000 base.py:5116(_add_logical_methods)
        1    0.000    0.000    0.000    0.000 base.py:131(SelectionMixin)
        1    0.000    0.000    0.001    0.001 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:240(deprecated_init)
       12    0.000    0.000    0.000    0.000 {method 'get_immediate_dependencies' of 'gi.Repository' objects}
        1    0.000    0.000    0.002    0.002 importer.py:24(<module>)
        1    0.000    0.000    0.001    0.001 module.py:23(<module>)
        1    0.000    0.000    0.001    0.001 types.py:23(<module>)
        1    0.000    0.000    0.002    0.002 backend_cairo.py:7(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:536(Image)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        6    0.000    0.000    0.001    0.000 __init__.py:791(_flex_comp_method_FRAME)
        1    0.000    0.000    0.000    0.000 docstrings.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _decorators.py:24(deprecate)
        1    0.000    0.000    0.001    0.001 hashing.py:3(<module>)
        9    0.000    0.000    0.001    0.000 pyplot.py:658(close)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4017(<genexpr>)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4266(<genexpr>)
       10    0.000    0.000    0.003    0.000 pyparsing.py:5103(__init__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5437(_escapeRegexRangeChars)
        1    0.000    0.000    0.021    0.021 fontconfig_pattern.py:6(<module>)
       24    0.000    0.000    0.002    0.000 rcsetup.py:417(validate_font_properties)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
       27    0.000    0.000    0.000    0.000 version.py:302(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:819(__class_getitem__)
       15    0.000    0.000    0.000    0.000 argparse.py:1585(_add_action)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.003    0.003 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 twodim_base.py:154(eye)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1499(_array_str_implementation)
       50    0.000    0.000    0.000    0.000 enum.py:623(name)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       58    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       39    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 Collocation.py:30(__init__)
        1    0.000    0.000    0.000    0.000 expr.py:303(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 parsing.py:2(<module>)
        1    0.000    0.000    0.000    0.000 format.py:451(TableFormatter)
        1    0.000    0.000    0.000    0.000 offsets.py:2683(Hour)
        1    0.000    0.000    0.000    0.000 offsets.py:2688(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2708(Nano)
        1    0.000    0.000    0.000    0.000 kde.py:20(<module>)
       10    0.000    0.000    0.000    0.000 _multivariate.py:188(__init__)
        1    0.000    0.000    0.001    0.001 _linprog_ip.py:18(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_rs.py:17(<module>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2816(__new__)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:215(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ossighelper.py:17(<module>)
      105    0.000    0.000    0.000    0.000 {method 'may_return_null' of 'gi.CallableInfo' objects}
        1    0.000    0.000    0.000    0.000 uuid.py:45(<module>)
        1    0.000    0.000    0.007    0.007 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.002    0.002 font_manager.py:928(json_load)
        1    0.000    0.000    0.000    0.000 markers.py:128(<module>)
       18    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        2    0.000    0.000    0.000    0.000 sputils.py:22(upcast)
        1    0.000    0.000    0.000    0.000 typing.py:1475(IO)
        1    0.000    0.000    0.002    0.002 tempfile.py:24(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1563(__init__)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6825(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        3    0.000    0.000    0.000    0.000 gettext.py:529(translation)
       12    0.000    0.000    0.001    0.000 pkgutil.py:458(get_loader)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       66    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 Errors.py:2(<module>)
        1    0.000    0.000    0.011    0.011 gauss_radau_right.py:26(__init__)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:487(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 numeric.py:44(NumericIndex)
        2    0.000    0.000    0.000    0.000 generic.py:133(pinner)
        1    0.000    0.000    0.000    0.000 offsets.py:552(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:87(__call__)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
        1    0.000    0.000    0.001    0.001 bdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 Gtk.py:810(TreeModel)
       30    0.000    0.000    0.000    0.000 __init__.py:58(__get__)
       67    0.000    0.000    0.000    0.000 {method 'get_constants' of 'ObjectInfo' objects}
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:810(ConfigureSubplotsGTK3)
        1    0.000    0.000    0.003    0.003 table.py:20(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:452(Quiver)
       98    0.000    0.000    0.000    0.000 common.py:11(unpack_zerodim_and_defer)
       20    0.000    0.000    0.000    0.000 dtypes.py:334(construct_from_string)
        1    0.000    0.000    0.000    0.000 transforms.py:251(BboxBase)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.002    0.002 cycler.py:41(<module>)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4655(__init__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5688(<genexpr>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       33    0.000    0.000    0.000    0.000 sputils.py:280(<genexpr>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        4    0.000    0.000    0.000    0.000 polynomial.py:1143(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        6    0.000    0.000    0.000    0.000 numeric.py:2656(seterr)
        8    0.000    0.000    0.000    0.000 pathlib.py:694(_make_child)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        7    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
        1    0.000    0.000    0.005    0.005 feedparser.py:20(<module>)
        1    0.000    0.000    0.001    0.001 rolling.py:1140(_Rolling_and_Expanding)
        1    0.000    0.000    0.000    0.000 timedeltas.py:69(TimedeltaArray)
        8    0.000    0.000    0.000    0.000 array.py:1417(_create_comparison_method)
        4    0.000    0.000    0.000    0.000 base.py:5091(_add_numeric_methods_unary)
        1    0.000    0.000    0.000    0.000 offsets.py:156(DateOffset)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
        7    0.000    0.000    0.000    0.000 _continuous_distns.py:6928(vectorize_decorator)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:54(decorator)
        2    0.000    0.000    0.000    0.000 doccer.py:230(unindent_dict)
       11    0.000    0.000    0.000    0.000 decorator.py:177(<listcomp>)
       24    0.000    0.000    0.000    0.000 {method 'is_registered' of 'gi.Repository' objects}
       24    0.000    0.000    0.000    0.000 importer.py:43(_check_require_version)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.007    0.007 textpath.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _decorators.py:338(indent)
        1    0.000    0.000    0.000    0.000 base.py:11(ExtensionDtype)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4226(streamline)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1555(<genexpr>)
        8    0.000    0.000    0.000    0.000 deprecation.py:388(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:574(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
        1    0.000    0.000    0.000    0.000 selectors.py:5(<module>)
        1    0.000    0.000    0.006    0.006 csr.py:1(<module>)
       56    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _basic.py:1(<module>)
       14    0.000    0.000    0.000    0.000 argparse.py:859(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       13    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        7    0.000    0.000    0.000    0.000 function_base.py:2048(<listcomp>)
        7    0.000    0.000    0.000    0.000 pathlib.py:1066(home)
        1    0.000    0.000    0.003    0.003 __init__.py:10(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6567(__init__)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       57    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:67(Term)
        1    0.000    0.000    0.000    0.000 grouper.py:218(Grouping)
        6    0.000    0.000    0.000    0.000 groupby.py:1341(groupby_function)
        4    0.000    0.000    0.000    0.000 strings.py:1984(_pat_wrapper)
       20    0.000    0.000    0.000    0.000 datetimes.py:73(_field_accessor)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.002    0.002 _linprog.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:582(rv_generic)
        1    0.000    0.000    0.000    0.000 _propertyhelper.py:20(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:95(require_version)
        1    0.000    0.000    0.000    0.000 image.py:220(_ImageBase)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
       20    0.000    0.000    0.000    0.000 dtypes.py:715(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:609(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
        1    0.000    0.000    0.000    0.000 transforms.py:722(Bbox)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4261(__str__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5656(<lambda>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1637(postParse)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:141(_family)
